id,user,text,date,bueno,malo,grosero,amable,cortés,descortés,agresivo,pasivo,neutral
1589359721579892736,petrogustavo,@ElHuffPost @MILA_fernandez5 .,06-11-2022,0.010504689998924732,0.032149434089660645,0.03113299235701561,0.062013350427150726,0.06846771389245987,0.08365844935178757,0.02283116802573204,0.27862295508384705,0.4106192886829376
1589017929706004481,petrogustavo,"Firmo el tratado de Escazú, ya es ley de la República.

Poder a la ciudadanía para defender la Vida y la Naturaleza. ",05-11-2022,0.016395749524235725,0.004179046489298344,0.02470238134264946,0.173823744058609,0.03551102057099342,0.12694254517555237,0.014213637448847294,0.31122666597366333,0.29300522804260254
1588998256394383361,petrogustavo,"Continua la reforma Agraria, ahora en el Meta. ",05-11-2022,0.0019374840194359422,0.00254356162622571,0.049578163772821426,0.011457575485110283,0.018928702920675278,0.6801732182502747,0.015287508256733418,0.06921137869358063,0.15088234841823578
1588995933471064065,petrogustavo,"Ahora me dirigo a la COP27: la reunión de todo(a)s los presidentes del mundo para tonar medidas frente al peor problema de la humanidad y el que puede acabar con ella: el cambio climático producido por la economía fósil

",05-11-2022,0.022599760442972183,0.31198424100875854,0.08059296756982803,0.02254546992480755,0.025228800252079964,0.2685089707374573,0.09858296811580658,0.05258432403206825,0.11737246066331863
1588913036651528193,petrogustavo,Un saludo especial a la @PoliciaColombia por sus 131 años. Velar por la seguridad y los derechos de los ciudadanos serán los principios básicos de la institución. Llevaremos educación y oportunidades a cada uno de los patrulleros y policías del país.,05-11-2022,0.00906237680464983,0.003318369621410966,0.013143680989742279,0.7934392690658569,0.01022889744490385,0.006036730483174324,0.003337978385388851,0.0755944699048996,0.08583822101354599
1588854853996253184,petrogustavo,"Invito a todos los gobiernos latinoamericanos y del mundo a llamar a por poner fin a la guerra e iniciar negociaciones de paz.

El mundo necesita la Paz. ",05-11-2022,0.0029480697121471167,0.01634497195482254,0.012604326009750366,0.5551918745040894,0.004107417538762093,0.030093368142843246,0.2338794320821762,0.0712069496512413,0.07362356036901474
1588708405728153601,petrogustavo,"En el año 2015, el metro subterraneo de Bogotá, hasta la calle 127, costaba 14 billones de pesos hoy ese mismo tramo cuesta 35 billones de pesos. 

Ese es el costo de la mezquindad política.",05-11-2022,0.0023694410920143127,0.00967382825911045,0.06478128582239151,0.0020290890242904425,0.006985121872276068,0.4269562065601349,0.10830811411142349,0.3590322732925415,0.01986464485526085
1588708401269202944,petrogustavo,Ningun contratista puede abrogarse el derecho unilateral de parar desde un satelite 9 carros al servicio de la seguridad de líderes sociales rompiendo las claúsulas contractuales. ,05-11-2022,0.004231428727507591,0.00480217020958662,0.014295226894319057,0.10483744740486145,0.006486091297119856,0.20618708431720734,0.11850947141647339,0.12858319282531738,0.41206786036491394
1588696759060279297,petrogustavo,Firmada la ley de Paz. ,05-11-2022,0.0032840054482221603,0.00138279574457556,0.00850818119943142,0.4459180533885956,0.0019346256740391254,0.02586539275944233,0.0013310404028743505,0.07028045505285263,0.4414953887462616
1588612485694644224,petrogustavo,"Reunido en Hato Grande, Cajicá, con más de 100 funcionarios del más alto nivel en la primera Asamblea General de Gobierno. ",04-11-2022,0.006638297811150551,0.0032212557271122932,0.04297656938433647,0.042509883642196655,0.007785983383655548,0.509787380695343,0.021653395146131516,0.17878687381744385,0.18664036691188812
1588608565870493696,petrogustavo,"Festejamos y premiamos a nuestras campeonas mundiales de fútbol de salón.

Mujeres poderosas. ",04-11-2022,0.035285621881484985,0.003311512293294072,0.05811995640397072,0.2106640487909317,0.017341382801532745,0.0770174115896225,0.023281875997781754,0.42567184567451477,0.1493062525987625
1588603363121586176,petrogustavo,Campeonas mundiales: Selección Colombia Femenina de Fútbol de Salón. ,04-11-2022,0.007003275211900473,0.003175007412210107,0.02245679497718811,0.036041390150785446,0.011374355293810368,0.07689816504716873,0.02300037071108818,0.5688020586967468,0.25124862790107727
1588528773242421248,petrogustavo,,04-11-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588526515884785664,petrogustavo,La reforma tributaria no tiene nada que ver con la ropa importada. Es bueno leerla. ,04-11-2022,0.35705462098121643,0.000267914729192853,0.001909460755996406,0.2931264638900757,0.0003977637679781765,0.024998441338539124,0.00041371790575794876,0.10502798855304718,0.21680361032485962
1588344962416275456,petrogustavo,"Felicitaciones al ministro de hacienda, José Antonio Ocampo, y al director de la Dian, Luis Carlos Reyes, por un trabajo que no puede ser calificado más que de excelente. ",04-11-2022,0.8166215419769287,0.0006449178326874971,0.002056211931630969,0.1258392333984375,0.0029777686577290297,0.003075832035392523,0.0006628379342146218,0.0037159486673772335,0.044405654072761536
1588337050641637378,petrogustavo,"Las regalías no son un costo de producción de las empresas mineras.

Las regalías son un derecho de la nación; a cambio de ellas, el estado permite que un particular explote comercialmente los bienes que le pertenecen a la nación en el subsuelo. ",04-11-2022,0.0031522815115749836,0.00245085172355175,0.004117573145776987,0.011071432381868362,0.0011112276697531343,0.05032617226243019,0.0030989148654043674,0.2772996425628662,0.6473719477653503
1588333120402558976,petrogustavo,"Se respetrán lderechos de los actuales trabajadores de ""Drogas la Rebaja""

El programa de salud preventiva no exigirá afiliacion a EPS, ni discriminará a nadie. Buscará prevenir la enfernedad y lograr salvar vidas que hoy el régimen de salud ineficiente no logra hacer.",04-11-2022,0.003192515578120947,0.002044606488198042,0.005796775687485933,0.06645484268665314,0.0030383197590708733,0.01345150452107191,0.0031430304516106844,0.07906180620193481,0.8238165974617004
1588332996502986752,petrogustavo,"Los equipos médicos necesitarán 10.000 centros d atención primaria que el gobierno instalará

Transformaremos cada farmacia en Centros de atención primaria, y sus laboratorios serán la primera industria nacional de producción de vacunas y medicamentos genéricos",04-11-2022,0.00958588533103466,0.0054200501181185246,0.02787453681230545,0.028623582795262337,0.010069876909255981,0.030305173248052597,0.010351544246077538,0.7405895590782166,0.13717974722385406
1588328977470717952,petrogustavo,"Empezamos con mil equipos médicos que se extenderán a 20.000 en todo el país para cubrir 5 millones de familias

Cada equipo estara compuesto de un medico(a), un sicológo(a), enfermera(o), y 8 a 10 auxiliares de enfermería

Los equipos visitarán al menos 3 veces al año cada hogar ",04-11-2022,0.017217783257365227,0.004625137895345688,0.02784290537238121,0.06243029981851578,0.008848810568451881,0.14442655444145203,0.014627454802393913,0.45654457807540894,0.2634364366531372
1588328080275542017,petrogustavo,Devolvimos los hospitales intervenidos por el anterior gobierno a Santa Marta y al Magdalena. ,04-11-2022,0.0036778952926397324,0.0013705346500501037,0.010806551203131676,0.01115780882537365,0.016265327110886574,0.16785666346549988,0.02917182259261608,0.7331740856170654,0.026519309729337692
1588319605222957056,petrogustavo,La sobretasa al impuesto de renta de las generadoras eléctricas por ganancias extraordinarias no la pagarán los usuarios. La CREG tiene la orden legal de impedirlo. ,03-11-2022,0.0058244927786290646,0.008006429299712181,0.06525857001543045,0.02129756100475788,0.00773391081020236,0.42472103238105774,0.0403343103826046,0.1035185307264328,0.3233051300048828
1588318041405681664,petrogustavo,"Hilary fue activista en mi campaña presidencial, y fué abusada sexualmente en una estacion de transmilenio. Le solicito a la policía en la la brevedad del tiempo la captura del criminal. ",03-11-2022,0.0028806498739868402,0.05157262831926346,0.00964330229908228,0.0012006387114524841,0.004580977372825146,0.10809705406427383,0.8139877319335938,0.004556071013212204,0.003480958053842187
1588270328387706881,petrogustavo,"En Aracataca, Magdalena. Damos inicio a nuetro modelo de salud nacional. La salud preventiva y los equipos médicos en territorio ",03-11-2022,0.021047063171863556,0.006594768259674311,0.09677708148956299,0.09035420417785645,0.02732531726360321,0.15925416350364685,0.020556993782520294,0.2672514021396637,0.3108390271663666
1588232590292811776,petrogustavo,"María Gaitán Valencia, será la directora del centro de memoria histórica ",03-11-2022,0.006739477161318064,0.0019198806257918477,0.035800445824861526,0.024249443784356117,0.012475239112973213,0.7079626321792603,0.0170951709151268,0.05952128395438194,0.1342363804578781
1588154426379931649,petrogustavo,.@RoyBarreras un mensaje de apoyo en su enfermedad y de felicitación por su excelente trabajo al dirigir la aprobación en el senado de la reforma tributaria. La reforma que busca mayor justicia social en Colombia.,03-11-2022,0.4563099443912506,0.0015259551582857966,0.0029459353536367416,0.49283143877983093,0.0018815812654793262,0.0037781517021358013,0.0006160929915495217,0.015563844703137875,0.024547094479203224
1588147086024794115,petrogustavo,"Le solicito a toda empresa en Colombia establecer el criterio: ""a trabajo igual, salario igual para hombres y mujeres"". ",03-11-2022,0.005237601697444916,0.002747633494436741,0.0069463299587368965,0.051655881106853485,0.07295107841491699,0.023028478026390076,0.005458894185721874,0.1978261023759842,0.6341480016708374
1587973330304393223,petrogustavo,"Ni lo propusimos, ni lo tumbamos. ",03-11-2022,0.003197711193934083,0.004372132942080498,0.017415989190340042,0.14792458713054657,0.04771791771054268,0.5819429159164429,0.012054278515279293,0.16944479942321777,0.015929734334349632
1587962875238354945,petrogustavo,"Lograr 100.000 mejoramientos de vivienda al año, en los barrios con necesidades basicas insastifechas de las ciudades, es un buen generador de empleo y de satisfacción famliar.

Aqui en la comunidad del Pozón en Cartagena ",03-11-2022,0.7859779596328735,0.0005271782865747809,0.0030374424532055855,0.10832013934850693,0.00526023143902421,0.003204609267413616,0.00033855863148346543,0.04331858828663826,0.05001522973179817
1587933738826366976,petrogustavo,"Este es el programa ""Cambia mi Casa"" que se hace con albañiles y tiene como beneficiarios a familias de barrios populares con baja calidad en sus viviendas.

Si invertimos un billón anual, es dinero para la economía popular y para mejorar la vida de las familias humildes. ",02-11-2022,0.012680234387516975,0.005855257622897625,0.02695101499557495,0.08207912743091583,0.03439104184508324,0.048879921436309814,0.007765654474496841,0.3195360004901886,0.4618617296218872
1587932403011502082,petrogustavo,"Este arancel a lan mportación de confecciones permitirá que pueda dispararse la industria de confecciones de Colombia.

Mejor aun si frenamos el gran contrabando que es la otra cara de la moneda de la exportación de cocaína ilegal. ",02-11-2022,0.010784226469695568,0.007077627349644899,0.04917393624782562,0.37532496452331543,0.01554101426154375,0.19849595427513123,0.0265063364058733,0.12105334550142288,0.19604261219501495
